product,source,value,country,indicator
Food products,AU,134.498448136387,DK,Cropland
Hotels and restaurants,AU,8.36856064900368,DK,Cropland
Education and health,AU,48.5435388286048,DK,Cropland
Food waste,AU,0.41163238893829,DK,Cropland
Agriculture,CH,0.0546345613754221,DK,Cropland
 -   ,CH,3.63668836559219,DK,Cropland
Food products,CH,1.44717890607101,DK,Cropland
Hotels and restaurants,CH,0.088182593309443,DK,Cropland
Education and health,CH,0.879477917878811,DK,Cropland
Food waste,CH,0.00897828830283956,DK,Cropland
Agriculture,TR,10.4027866163293,DK,Cropland
 -   ,TR,36.0524388570862,DK,Cropland
Food products,TR,33.1068402371879,DK,Cropland
Hotels and restaurants,TR,1.12514326381985,DK,Cropland
Education and health,TR,8.15775085132422,DK,Cropland
Food waste,TR,0.0466541313651762,DK,Cropland
Agriculture,TW,0.413597404037008,DK,Cropland
 -   ,TW,1.07386132793089,DK,Cropland
Food products,TW,0.476172156214154,DK,Cropland
Hotels and restaurants,TW,0.0268342610844658,DK,Cropland
Education and health,TW,0.190434699738128,DK,Cropland
Food waste,TW,0.00516420721560451,DK,Cropland
Agriculture,NO,4.05747294260695,DK,Cropland
 -   ,NO,2.34519285982412,DK,Cropland
Food products,NO,167.59569761629,DK,Cropland
Hotels and restaurants,NO,2.06449630542318,DK,Cropland
Education and health,NO,2.56246695272503,DK,Cropland
Food waste,NO,0.00324707943632331,DK,Cropland
Agriculture,ID,20.2380820194362,DK,Cropland
 -   ,ID,79.4688010936162,DK,Cropland
Food products,ID,101.612283114343,DK,Cropland
Hotels and restaurants,ID,2.64902406614275,DK,Cropland
Education and health,ID,16.7179816814752,DK,Cropland
Food waste,ID,0.125728873204564,DK,Cropland
Agriculture,ZA,5.38381330507256,DK,Cropland
 -   ,ZA,17.009816020606,DK,Cropland
Food products,ZA,32.6717880931403,DK,Cropland
Hotels and restaurants,ZA,0.924293720263124,DK,Cropland
Education and health,ZA,4.14874346030405,DK,Cropland
Food waste,ZA,0.0332905932031865,DK,Cropland
Agriculture,WA,544.650648874463,DK,Cropland
 -   ,WA,844.023819596485,DK,Cropland
Food products,WA,738.435999105016,DK,Cropland
Hotels and restaurants,WA,65.7518338798764,DK,Cropland
Education and health,WA,267.924923386521,DK,Cropland
Food waste,WA,2.11317437163714,DK,Cropland
Agriculture,WL,95.5453706398674,DK,Cropland
 -   ,WL,185.689447137812,DK,Cropland
Food products,WL,497.088428940625,DK,Cropland
Hotels and restaurants,WL,15.8687433625586,DK,Cropland
Education and health,WL,50.3269713493923,DK,Cropland
Food waste,WL,0.370850756307701,DK,Cropland
Agriculture,WE,16.8817909627962,DK,Cropland
 -   ,WE,239.155622710501,DK,Cropland
Food products,WE,186.81603178423,DK,Cropland
Hotels and restaurants,WE,7.47621946985632,DK,Cropland
Education and health,WE,46.9997990580286,DK,Cropland
Food waste,WE,0.397692276106879,DK,Cropland
Agriculture,WF,536.909129398772,DK,Cropland
 -   ,WF,984.338597441191,DK,Cropland
Food products,WF,741.65699789804,DK,Cropland
Hotels and restaurants,WF,52.5097068547495,DK,Cropland
Education and health,WF,290.474283203381,DK,Cropland
Food waste,WF,2.0654087979583,DK,Cropland
Agriculture,WM,54.7810425995577,DK,Cropland
 -   ,WM,112.275037365761,DK,Cropland
Food products,WM,81.5358814937974,DK,Cropland
Hotels and restaurants,WM,3.79132976732645,DK,Cropland
Education and health,WM,27.2766176364045,DK,Cropland
Food waste,WM,0.189140113520906,DK,Cropland
Agriculture,AT,0.189131417575624,DK,Grassland
 -   ,AT,3.82307955958677,DK,Grassland
Food products,AT,14.1912951823346,DK,Grassland
Hotels and restaurants,AT,1.69307707520746,DK,Grassland
Education and health,AT,1.7126932283355,DK,Grassland
Food waste,AT,0.00842430922136432,DK,Grassland
Agriculture,BE,0.117306830907273,DK,Grassland
 -   ,BE,2.25150416424349,DK,Grassland
Food products,BE,16.2503486411301,DK,Grassland
Hotels and restaurants,BE,0.496791827913213,DK,Grassland
Education and health,BE,1.02551207111513,DK,Grassland
Food waste,BE,0.00483998043978536,DK,Grassland
Agriculture,BG,0.12859112035829,DK,Grassland
 -   ,BG,7.68189341365538,DK,Grassland
Food products,BG,3.41472270965659,DK,Grassland
Hotels and restaurants,BG,0.164378934437363,DK,Grassland
Education and health,BG,1.40307041597654,DK,Grassland
Food waste,BG,0.0119853800057827,DK,Grassland
Agriculture,CY,0.00442541661901695,DK,Grassland
 -   ,CY,0.0189619881285253,DK,Grassland
Food products,CY,0.195426876424515,DK,Grassland
Hotels and restaurants,CY,0.00401495367682314,DK,Grassland
Education and health,CY,0.0145139578980469,DK,Grassland
Food waste,CY,3.25957515867916e-05,DK,Grassland
Agriculture,CZ,0.128732454827569,DK,Grassland
 -   ,CZ,4.49413456077804,DK,Grassland
Food products,CZ,8.44014661177069,DK,Grassland
Hotels and restaurants,CZ,0.580881246386858,DK,Grassland
Education and health,CZ,0.786869653769836,DK,Grassland
Food waste,CZ,0.00406759139306852,DK,Grassland
Agriculture,DE,27.3878572893213,DK,Grassland
 -   ,DE,11.6148252688278,DK,Grassland
Food products,DE,200.463909106642,DK,Grassland
Hotels and restaurants,DE,13.9990227798838,DK,Grassland
Education and health,DE,11.1854416256576,DK,Grassland
Food waste,DE,0.0336412693830167,DK,Grassland
Agriculture,DK,36.6987860025928,DK,Grassland
 -   ,DK,7.7417336143256,DK,Grassland
Food products,DK,416.06706979081,DK,Grassland
Hotels and restaurants,DK,12.7135539152893,DK,Grassland
Education and health,DK,14.5865291850318,DK,Grassland
Food waste,DK,0.0172613499032824,DK,Grassland
Agriculture,EE,0.0647822517473182,DK,Grassland
 -   ,EE,1.53507718321705,DK,Grassland
Food products,EE,8.59718982650319,DK,Grassland
Hotels and restaurants,EE,0.288142207311281,DK,Grassland
Education and health,EE,0.585725998797884,DK,Grassland
Food waste,EE,0.0028228873789827,DK,Grassland
Agriculture,ES,0.995284143956381,DK,Grassland
 -   ,ES,12.7925400198047,DK,Grassland
Food products,ES,27.8607367174376,DK,Grassland
Hotels and restaurants,ES,1.24383822657077,DK,Grassland
Education and health,ES,3.63289432628981,DK,Grassland
Food waste,ES,0.0192527916821709,DK,Grassland
Agriculture,FI,0.00182713717291673,DK,Grassland
 -   ,FI,0.049183963098602,DK,Grassland
Food products,FI,0.141469738678165,DK,Grassland
Hotels and restaurants,FI,0.00689197072010501,DK,Grassland
Education and health,FI,0.0142469889697411,DK,Grassland
Food waste,FI,0.000104614863724881,DK,Grassland
Agriculture,FR,1.13234015620181,DK,Grassland
 -   ,FR,12.4076650952576,DK,Grassland
Food products,FR,53.6838496590199,DK,Grassland
Hotels and restaurants,FR,2.65392526698947,DK,Grassland
Education and health,FR,5.18477264685172,DK,Grassland
Food waste,FR,0.0218165233232688,DK,Grassland
Agriculture,GR,2.02995640851868,DK,Grassland
 -   ,GR,4.93800876412511,DK,Grassland
Food products,GR,22.8646219160929,DK,Grassland
Hotels and restaurants,GR,0.553721232258605,DK,Grassland
Education and health,GR,2.48842127641672,DK,Grassland
Food waste,GR,0.00800469326673578,DK,Grassland
Agriculture,HR,0.0115473246714233,DK,Grassland
 -   ,HR,0.573605220059278,DK,Grassland
Food products,HR,0.667651861966505,DK,Grassland
Hotels and restaurants,HR,0.0795194101432118,DK,Grassland
Education and health,HR,0.178623246809952,DK,Grassland
Food waste,HR,0.000996237515943141,DK,Grassland
Agriculture,HU,0.0982307994113926,DK,Grassland
 -   ,HU,5.01237388030029,DK,Grassland
Food products,HU,5.13299071829295,DK,Grassland
Hotels and restaurants,HU,0.415212549405853,DK,Grassland
Education and health,HU,1.6704594213633,DK,Grassland
Food waste,HU,0.00831583075279689,DK,Grassland
Agriculture,IE,6.90432636155529,DK,Grassland
 -   ,IE,15.6676047536901,DK,Grassland
Food products,IE,146.02559568089,DK,Grassland
Hotels and restaurants,IE,11.6673964182196,DK,Grassland
Education and health,IE,11.3998221796255,DK,Grassland
Food waste,IE,0.0382023567498847,DK,Grassland
Agriculture,IT,0.626289306550271,DK,Grassland
 -   ,IT,4.24007305381817,DK,Grassland
Food products,IT,31.5019500888556,DK,Grassland
Hotels and restaurants,IT,1.53130022461931,DK,Grassland
Education and health,IT,2.38469796448258,DK,Grassland
Food waste,IT,0.00744968936300172,DK,Grassland
Agriculture,LT,0.20057256407155,DK,Grassland
 -   ,LT,1.50897988875634,DK,Grassland
Food products,LT,14.3096023819147,DK,Grassland
Hotels and restaurants,LT,1.8443703184924,DK,Grassland
Education and health,LT,1.13249585514247,DK,Grassland
Food waste,LT,0.00376681913774417,DK,Grassland
Agriculture,LU,0.0330114589639349,DK,Grassland
 -   ,LU,3.08500742508654,DK,Grassland
Food products,LU,0.221069622897035,DK,Grassland
Hotels and restaurants,LU,0.0605778145486332,DK,Grassland
Education and health,LU,0.962746169722512,DK,Grassland
Food waste,LU,0.0126376733832791,DK,Grassland
Agriculture,LV,0.163895802853199,DK,Grassland
 -   ,LV,1.5337760802393,DK,Grassland
Food products,LV,21.207747326929,DK,Grassland
Hotels and restaurants,LV,0.880587148346891,DK,Grassland
Education and health,LV,1.03149782202763,DK,Grassland
Food waste,LV,0.00268305588385071,DK,Grassland
Agriculture,MT,3.13483244809183e-05,DK,Grassland
 -   ,MT,0.00177205884987281,DK,Grassland
Food products,MT,0.00252614373484357,DK,Grassland
Hotels and restaurants,MT,7.71616939453584e-05,DK,Grassland
Education and health,MT,0.000435388567362197,DK,Grassland
Food waste,MT,2.49717963433516e-06,DK,Grassland
Agriculture,NL,31.9728550103093,DK,Grassland
 -   ,NL,4.56621527349752,DK,Grassland
Food products,NL,19.4149712683325,DK,Grassland
Hotels and restaurants,NL,1.03844176675227,DK,Grassland
Education and health,NL,1.82856600437211,DK,Grassland
Food waste,NL,0.0132936419270295,DK,Grassland
Agriculture,PL,0.470807970723645,DK,Grassland
 -   ,PL,3.97843908423382,DK,Grassland
Food products,PL,49.6408251432134,DK,Grassland
Hotels and restaurants,PL,2.94606294531725,DK,Grassland
Education and health,PL,2.70175488518233,DK,Grassland
Food waste,PL,0.00882972548570878,DK,Grassland
Agriculture,PT,0.129872248314058,DK,Grassland
 -   ,PT,6.57822156819416,DK,Grassland
Food products,PT,6.67100309335511,DK,Grassland
Hotels and restaurants,PT,0.320563891042355,DK,Grassland
Education and health,PT,1.87278362421883,DK,Grassland
Food waste,PT,0.00895349254045515,DK,Grassland
Agriculture,RO,0.203125246759659,DK,Grassland
 -   ,RO,6.12059868074409,DK,Grassland
Food products,RO,11.6773199529994,DK,Grassland
Hotels and restaurants,RO,0.424960874360168,DK,Grassland
Education and health,RO,1.36217138229014,DK,Grassland
Food waste,RO,0.0101776397894056,DK,Grassland
Agriculture,SE,1.43297848642233,DK,Grassland
 -   ,SE,0.980378578691615,DK,Grassland
Food products,SE,15.1603505547599,DK,Grassland
Hotels and restaurants,SE,0.28347236322038,DK,Grassland
Education and health,SE,0.512910896581307,DK,Grassland
Food waste,SE,0.0012643297942929,DK,Grassland
Agriculture,SI,0.0159626323519322,DK,Grassland
 -   ,SI,0.392601688913171,DK,Grassland
Food products,SI,1.0009638607244,DK,Grassland
Hotels and restaurants,SI,0.0592648531894744,DK,Grassland
Education and health,SI,0.146089096530443,DK,Grassland
Food waste,SI,0.000630980044570221,DK,Grassland
Agriculture,SK,0.0390104625972927,DK,Grassland
 -   ,SK,1.50527038090195,DK,Grassland
Food products,SK,3.88138278342113,DK,Grassland
Hotels and restaurants,SK,0.238897295018672,DK,Grassland
Education and health,SK,0.456215428876342,DK,Grassland
Food waste,SK,0.00230773621963649,DK,Grassland
Agriculture,GB,42.8921471833532,DK,Grassland
 -   ,GB,23.0172816959589,DK,Grassland
Food products,GB,105.307392369404,DK,Grassland
Hotels and restaurants,GB,2.92133539508999,DK,Grassland
Education and health,GB,6.86676549026081,DK,Grassland
Food waste,GB,0.0423045807787437,DK,Grassland
Agriculture,US,2.62574564936426,DK,Grassland
 -   ,US,125.009214081326,DK,Grassland
Food products,US,51.7544725524762,DK,Grassland
Hotels and restaurants,US,3.12633620853567,DK,Grassland
Education and health,US,21.1416937416446,DK,Grassland
Food waste,US,0.162129562413441,DK,Grassland
Agriculture,JP,0.000500976290209371,DK,Grassland
 -   ,JP,0.0253571354665453,DK,Grassland
Food products,JP,0.00389005777370682,DK,Grassland
Hotels and restaurants,JP,0.000389544028861328,DK,Grassland
Education and health,JP,0.00460678917807583,DK,Grassland
Food waste,JP,3.7133948405148e-05,DK,Grassland
Agriculture,CN,2.74072763815842,DK,Grassland
 -   ,CN,651.482566740392,DK,Grassland
Food products,CN,43.5213766122749,DK,Grassland
Hotels and restaurants,CN,4.63907572303939,DK,Grassland
Education and health,CN,79.4198307746877,DK,Grassland
Food waste,CN,0.646254227569915,DK,Grassland
Agriculture,CA,0.212032025963657,DK,Grassland
 -   ,CA,30.3161188979384,DK,Grassland
Food products,CA,3.72727333614596,DK,Grassland
Hotels and restaurants,CA,0.8841204566217,DK,Grassland
Education and health,CA,8.32655178113767,DK,Grassland
Food waste,CA,0.0468811847893832,DK,Grassland
Agriculture,KR,0.000250632581575453,DK,Grassland
 -   ,KR,0.0389304269546889,DK,Grassland
Food products,KR,0.00277957642328831,DK,Grassland
Hotels and restaurants,KR,0.000740877289237202,DK,Grassland
Education and health,KR,0.00779252497676795,DK,Grassland
Food waste,KR,5.45304915492379e-05,DK,Grassland
Agriculture,BR,2.78135394367515,DK,Grassland
 -   ,BR,147.329882054872,DK,Grassland
Food products,BR,82.4026332800908,DK,Grassland
Hotels and restaurants,BR,6.20383962702642,DK,Grassland
Education and health,BR,26.6751619208646,DK,Grassland
Food waste,BR,0.171966709927277,DK,Grassland
Agriculture,IN,0.117099036973465,DK,Grassland
 -   ,IN,32.7288616660306,DK,Grassland
Food products,IN,1.17454314827997,DK,Grassland
Hotels and restaurants,IN,0.434815535340086,DK,Grassland
Education and health,IN,4.29438326133557,DK,Grassland
Food waste,IN,0.0241648153035998,DK,Grassland
Agriculture,MX,1.84322150581129,DK,Grassland
 -   ,MX,14.9973741035021,DK,Grassland
Food products,MX,16.2857737772341,DK,Grassland
Hotels and restaurants,MX,0.299041888072906,DK,Grassland
Education and health,MX,2.05011503743834,DK,Grassland
Food waste,MX,0.0171340492206357,DK,Grassland
Agriculture,RU,2.70196404303739,DK,Grassland
 -   ,RU,137.758653464038,DK,Grassland
Food products,RU,24.8147570914639,DK,Grassland
Hotels and restaurants,RU,2.45828317849578,DK,Grassland
Education and health,RU,26.1194887918566,DK,Grassland
Food waste,RU,0.197567130398646,DK,Grassland
Agriculture,AU,4.58268837935172,DK,Grassland
 -   ,AU,440.485017055908,DK,Grassland
Food products,AU,85.1506581075778,DK,Grassland
Hotels and restaurants,AU,16.2689756057261,DK,Grassland
Education and health,AU,98.8467343292702,DK,Grassland
Food waste,AU,0.726184743089021,DK,Grassland
Agriculture,CH,0.130225898323301,DK,Grassland
 -   ,CH,11.5196303195292,DK,Grassland
Food products,CH,2.17516011345132,DK,Grassland
Hotels and restaurants,CH,0.235206430854104,DK,Grassland
Education and health,CH,2.86581381794706,DK,Grassland
Food waste,CH,0.0390021301616711,DK,Grassland
Agriculture,TR,0.642976428936578,DK,Grassland
 -   ,TR,50.9341019788697,DK,Grassland
Food products,TR,4.56437050695081,DK,Grassland
Hotels and restaurants,TR,0.929880567206277,DK,Grassland
Education and health,TR,9.22806820781069,DK,Grassland
Food waste,TR,0.0522865959643446,DK,Grassland
Agriculture,TW,0.0138096689129068,DK,Grassland
 -   ,TW,0.70719280936464,DK,Grassland
Food products,TW,0.0941494297258953,DK,Grassland
Hotels and restaurants,TW,0.00407624284870422,DK,Grassland
Education and health,TW,0.0485003303540203,DK,Grassland
Food waste,TW,0.000952923430634081,DK,Grassland
Agriculture,NO,1.14363336356039,DK,Grassland
 -   ,NO,0.442941137626906,DK,Grassland
Food products,NO,2.77526252043092,DK,Grassland
Hotels and restaurants,NO,0.239926609882573,DK,Grassland
Education and health,NO,0.20232472502449,DK,Grassland
Food waste,NO,0.000593789060474958,DK,Grassland
Agriculture,ID,0.00701048023533198,DK,Grassland
 -   ,ID,1.35742207348406,DK,Grassland
Food products,ID,0.1420369079404,DK,Grassland
Hotels and restaurants,ID,0.00856836037256927,DK,Grassland
Education and health,ID,0.198134576120538,DK,Grassland
Food waste,ID,0.00126143617486476,DK,Grassland
Agriculture,ZA,1.60964329147255,DK,Grassland
 -   ,ZA,173.418788285486,DK,Grassland
Food products,ZA,33.7585586635766,DK,Grassland
Hotels and restaurants,ZA,1.79257577945763,DK,Grassland
Education and health,ZA,10.332019484786,DK,Grassland
Food waste,ZA,0.0904459520819932,DK,Grassland
Agriculture,WA,49.775301967771,DK,Grassland
 -   ,WA,2324.22135227553,DK,Grassland
